"Id","RaceID","Course","Time","Dist","RaceDesc","Class","AgeLimit","Value","Going","Run","No","Draw","Form","Horse","Days","CDB","Age","Weight","Aid","Trainer","Jockey","Allow","OR","BR2","BR3","BRY","Odds","WtLbs"
94,10,"Haydock","14:05","2m 3f 203y","Unibet Middle Distance Chase Series Veterans' Handicap Chase","3","10YO plus","10,562","Good to Soft","6","6",,"9-98042","Whistleinthedark","7","D","10","11-2","p","L Morgan","Harry Reed",,"120","0","0","0","13/2","156"
95,11,"Haydock","14:40","3m 58y","WKD Rendlesham Hurdle (Grade 2) (GBB Race)","1","5YO plus","34,170","Good to Soft","8","1",,"1P5-083","Botox Has (FR)","21","CD","9","11-8","b","G & J Moore","Caoilin Quinn",,"149","0","0","0","4/1","162"
96,11,"Haydock","14:40","3m 58y","WKD Rendlesham Hurdle (Grade 2) (GBB Race)","1","5YO plus","34,170","Good to Soft","8","2",,"167-211","Nemean Lion (GER)","29",,"8","11-8","","Kerry Lee","R Patrick",,"151","0","0","0","7/1","162"
97,11,"Haydock","14:40","3m 58y","WKD Rendlesham Hurdle (Grade 2) (GBB Race)","1","5YO plus","34,170","Good to Soft","8","3",,"111-F35","Gwennie May Boy","27","D bf","7","11-6","","D Skelton","C J Todd",,"139","0","0","0","14/1","160"
98,11,"Haydock","14:40","3m 58y","WKD Rendlesham Hurdle (Grade 2) (GBB Race)","1","5YO plus","34,170","Good to Soft","8","4",,"21/141-P","Kerryhill","84","D","7","11-5","","Ruth Jefferson","Kielan Woods",,"137","0","0","0","20/1","159"
99,11,"Haydock","14:40","3m 58y","WKD Rendlesham Hurdle (Grade 2) (GBB Race)","1","5YO plus","34,170","Good to Soft","8","5",,"422B/51-","Sounds Russian","297","D","10","11-4","","Ruth Jefferson","B S Hughes",,"149","0","0","0","5/1","158"
100,11,"Haydock","14:40","3m 58y","WKD Rendlesham Hurdle (Grade 2) (GBB Race)","1","5YO plus","34,170","Good to Soft","8","6",,"2P1P-13","Beauport","56",,"9","11-2","","N A Twiston-Davies","Thomas Bellamy",,"154","0","0","0","7/4","156"
101,11,"Haydock","14:40","3m 58y","WKD Rendlesham Hurdle (Grade 2) (GBB Race)","1","5YO plus","34,170","Good to Soft","8","7",,"11/1-4","Indiana Dream (FR)","27",,"7","11-2","t1","Jonjo & A J O'Neill","R P McLernon",,"148","0","0","0","8/1","156"
102,11,"Haydock","14:40","3m 58y","WKD Rendlesham Hurdle (Grade 2) (GBB Race)","1","5YO plus","34,170","Good to Soft","8","8",,"P21P-P4","Thunder Rock","45","D","9","11-2","","O Murphy","S Bowen",,"148","0","0","0","10/1","156"
103,12,"Haydock","15:15","3m 4f 97y","Oddschecker Grand National Trial Handicap Chase (Premier Handicap) (GBB Race)","1","5YO plus","56,950","Good to Soft","10","1",,"6F/1F-1P","Royale Pagaille (FR)","28","C bf","11","12-0","","Miss V Williams","S Bowen",,"164","0","0","0","13/2","168"
104,12,"Haydock","15:15","3m 4f 97y","Oddschecker Grand National Trial Handicap Chase (Premier Handicap) (GBB Race)","1","5YO plus","56,950","Good to Soft","10","2",,"P/U19-1P","Fontaine Collonges (FR)","50","C","10","10-11","","Miss V Williams","Ned Fox","3","147","0","0","0","14/1","151"
105,12,"Haydock","15:15","3m 4f 97y","Oddschecker Grand National Trial Handicap Chase (Premier Handicap) (GBB Race)","1","5YO plus","56,950","Good to Soft","10","3",,"F219-34","Yeah Man","23","CD bf","8","10-8","p","G P Cromwell","S W Flanagan",,"144","0","0","0","11/2","148"
106,12,"Haydock","15:15","3m 4f 97y","Oddschecker Grand National Trial Handicap Chase (Premier Handicap) (GBB Race)","1","5YO plus","56,950","Good to Soft","10","4",,"248-275","Galia Des Liteaux (FR)","50",,"9","10-4","p","D Skelton","Tristan Durrell","3","140","0","0","0","8/1","144"
107,12,"Haydock","15:15","3m 4f 97y","Oddschecker Grand National Trial Handicap Chase (Premier Handicap) (GBB Race)","1","5YO plus","56,950","Good to Soft","10","5",,"351-422","Apple Away","31",,"8","10-2","","Miss Lucinda V Russell","D R Fox",,"138","0","0","0","12/1","142"
108,12,"Haydock","15:15","3m 4f 97y","Oddschecker Grand National Trial Handicap Chase (Premier Handicap) (GBB Race)","1","5YO plus","56,950","Good to Soft","10","6",,"1PU4-23","Famous Bridge","56","C bf","9","10-2","p1","N G Richards","Sean Quinlan",,"138","0","0","0","10/1","142"
109,12,"Haydock","15:15","3m 4f 97y","Oddschecker Grand National Trial Handicap Chase (Premier Handicap) (GBB Race)","1","5YO plus","56,950","Good to Soft","10","7",,"2148-P0","Where It All Began","23",,"9","10-2","b","G Elliott","J C Gainford",,"138","0","0","0","16/1","142"
110,12,"Haydock","15:15","3m 4f 97y","Oddschecker Grand National Trial Handicap Chase (Premier Handicap) (GBB Race)","1","5YO plus","56,950","Good to Soft","10","8",,"1/1623-0","Git Maker (FR)","27",,"9","10-2","","Jamie Snowden","G Sheehan",,"138","0","0","0","13/2","142"
111,12,"Haydock","15:15","3m 4f 97y","Oddschecker Grand National Trial Handicap Chase (Premier Handicap) (GBB Race)","1","5YO plus","56,950","Good to Soft","10","9",,"1133-11","Val Dancer","50",,"8","10-2","p","Mrs M Rowley","Charlie Hammond",,"138","0","0","0","9/2","142"
112,12,"Haydock","15:15","3m 4f 97y","Oddschecker Grand National Trial Handicap Chase (Premier Handicap) (GBB Race)","1","5YO plus","56,950","Good to Soft","10","10",,"7/4321-2","Jubilee Express (FR)","50","CD bf","8","10-2","p","S Thomas","Dylan Johnston","3","138","0","0","0","4/1","142"
113,13,"Haydock","15:50","3m 58y","Albert Bartlett Prestige Novices' Hurdle (Grade 2) (GBB Race)","1","5YO plus","39,865","Good to Soft","9","1",,"11-11","Derryhassen Paddy","29","D","6","11-5","t","Miss Lucinda V Russell","D R Fox",,"134","0","0","0","4/1","159"
114,13,"Haydock","15:50","3m 58y","Albert Bartlett Prestige Novices' Hurdle (Grade 2) (GBB Race)","1","5YO plus","39,865","Good to Soft","9","2",,"32-31","Battle Born Lad","126",,"6","11-2","","M Walford","Jamie Hamilton",,"-","0","0","0","12/1","156"
115,13,"Haydock","15:50","3m 58y","Albert Bartlett Prestige Novices' Hurdle (Grade 2) (GBB Race)","1","5YO plus","39,865","Good to Soft","9","3",,"0-93923","Bright Legend","34",,"5","11-2","","D Hogan","Daniel King",,"127","0","0","0","8/1","156"
116,13,"Haydock","15:50","3m 58y","Albert Bartlett Prestige Novices' Hurdle (Grade 2) (GBB Race)","1","5YO plus","39,865","Good to Soft","9","4",,"249/P-34","Gold Cup Bailly (FR)","44","D","9","11-2","t","S R B Crawford","S W Flanagan",,"129","0","0","0","8/1","156"
117,13,"Haydock","15:50","3m 58y","Albert Bartlett Prestige Novices' Hurdle (Grade 2) (GBB Race)","1","5YO plus","39,865","Good to Soft","9","5",,"P02334","Grand Geste","14",,"6","11-2","","Parkinson & Smith","Peter Kavanagh",,"110","0","0","0","25/1","156"
118,13,"Haydock","15:50","3m 58y","Albert Bartlett Prestige Novices' Hurdle (Grade 2) (GBB Race)","1","5YO plus","39,865","Good to Soft","9","6",,"P/41631","Joecooker (FR)","66",,"6","11-2","","R Menzies","Danny McMenamin",,"120","0","0","0","12/1","156"
119,13,"Haydock","15:50","3m 58y","Albert Bartlett Prestige Novices' Hurdle (Grade 2) (GBB Race)","1","5YO plus","39,865","Good to Soft","9","7",,"1-331","Kepler's Law","25",,"6","11-2","","L Morgan","B S Hughes",,"128","0","0","0","5/1","156"
120,13,"Haydock","15:50","3m 58y","Albert Bartlett Prestige Novices' Hurdle (Grade 2) (GBB Race)","1","5YO plus","39,865","Good to Soft","9","8",,"61-112","Moon Rocket","21","D","5","11-2","","K Bailey & M Nicholls","Thomas Bellamy",,"134","0","0","0","11/4","156"
121,13,"Haydock","15:50","3m 58y","Albert Bartlett Prestige Novices' Hurdle (Grade 2) (GBB Race)","1","5YO plus","39,865","Good to Soft","9","9",,"6-3141","Roaring Conquest","59",,"6","11-2","","O Murphy","S Bowen",,"126","0","0","0","6/1","156"
122,14,"Haydock","16:25","2m 6f 54y","Walrus Open Hunters' Chase","3","5YO plus","8,469","Good to Soft","8","1",,"3127-12","Famous Clermont (FR)","13","CD","10","12-4","t","C R Barber","Mr James King",,"136","0","0","0","5/1","172"
123,14,"Haydock","16:25","2m 6f 54y","Walrus Open Hunters' Chase","3","5YO plus","8,469","Good to Soft","8","2",,"123-061","Gracchus De Balme (FR)","98",,"9","12-4","","J J O'Shea","Mr Huw Edwards","5","129","0","0","0","8/1","172"
124,14,"Haydock","16:25","2m 6f 54y","Walrus Open Hunters' Chase","3","5YO plus","8,469","Good to Soft","8","3",,"P9U03-5","Hollow Games","27","D","9","12-4","t b","G Elliott","Mr J H Williamson","3","142","0","0","0","3/1","172"
125,14,"Haydock","16:25","2m 6f 54y","Walrus Open Hunters' Chase","3","5YO plus","8,469","Good to Soft","8","4",,"1P-3U71","Jet Plane","14","D","9","12-4","t","D Skelton","Miss Heidi Palin","3","133","0","0","0","5/1","172"
126,14,"Haydock","16:25","2m 6f 54y","Walrus Open Hunters' Chase","3","5YO plus","8,469","Good to Soft","8","5",,"868R21","Take All","13",,"10","12-4","t h","M Osborne","Mr Samuel Scott","7","130","0","0","0","8/1","172"
127,14,"Haydock","16:25","2m 6f 54y","Walrus Open Hunters' Chase","3","5YO plus","8,469","Good to Soft","8","6",,"535-632","Irascible (FR)","14",,"10","11-12","t p","Miss Jackson-fennell","Miss Amber Jackson-Fennell","7","120","0","0","0","25/1","166"
128,14,"Haydock","16:25","2m 6f 54y","Walrus Open Hunters' Chase","3","5YO plus","8,469","Good to Soft","8","7",,"F1/9P-31","My Drogo","28",,"10","11-12","","Edward Walker","Mr William Biddick",,"145","0","0","0","9/4","166"
129,14,"Haydock","16:25","2m 6f 54y","Walrus Open Hunters' Chase","3","5YO plus","8,469","Good to Soft","8","8",,"123/P2-P","Torngat (FR)","27",,"9","11-12","","T O M Greenwood","Mr Thomas Greenwood","7","95","0","0","0","50/1","166"
130,15,"Newcastle","16:20","2m 56y","Weekly 5 Free Bet With BetUK Handicap","5","4YO plus","3,716","Standard (AW - Tapeta)","8","1","2","11-4133","Swinging London","4","C","7","10-0","t p","J Mackie","P Mulrennan",,"72","0","0","0","2/1","140"
131,15,"Newcastle","16:20","2m 56y","Weekly 5 Free Bet With BetUK Handicap","5","4YO plus","3,716","Standard (AW - Tapeta)","8","2","3","25/097-7","Golden Flame","38",,"7","10-0","","T Faulkner","J Fanning",,"72","0","0","0","14/1","140"
132,15,"Newcastle","16:20","2m 56y","Weekly 5 Free Bet With BetUK Handicap","5","4YO plus","3,716","Standard (AW - Tapeta)","8","3","6","522525-","Weddell Sea","67",,"7","9-9","t p","M E Sowersby","Cam Hardie",,"67","0","0","0","15/2","135"
133,15,"Newcastle","16:20","2m 56y","Weekly 5 Free Bet With BetUK Handicap","5","4YO plus","3,716","Standard (AW - Tapeta)","8","4","8","112-462","Doublethetrouble","16","CD","7","9-8","p","J Butler","Kaiya Fraser","3","66","0","0","0","10/3","134"
134,15,"Newcastle","16:20","2m 56y","Weekly 5 Free Bet With BetUK Handicap","5","4YO plus","3,716","Standard (AW - Tapeta)","8","5","5","74/9","Breathless Bishop","26",,"5","9-4","","K Burke","Josephine Gordon",,"62","0","0","0","10/1","130"
135,15,"Newcastle","16:20","2m 56y","Weekly 5 Free Bet With BetUK Handicap","5","4YO plus","3,716","Standard (AW - Tapeta)","8","6","4","85757/1-","Mafia Power","56","CD","8","9-4","t","P Neville","S A Gray",,"62","0","0","0","4/1","130"
136,15,"Newcastle","16:20","2m 56y","Weekly 5 Free Bet With BetUK Handicap","5","4YO plus","3,716","Standard (AW - Tapeta)","8","7","7","40690-","Man Of Action","124 (45J)",,"5","9-3","","Gary Rutherford","Rhys Elliott","7","61","0","0","0","16/1","129"
137,15,"Newcastle","16:20","2m 56y","Weekly 5 Free Bet With BetUK Handicap","5","4YO plus","3,716","Standard (AW - Tapeta)","8","8","1","68-44","Saxon Star","11",,"5","9-2","p1","B Ellison","Ben Robinson",,"60","0","0","0","14/1","128"
138,16,"Newcastle","16:55","1m 4f 98y","Gamble Responsibly At BetUK Handicap","5","4YO plus","3,716","Standard (AW - Tapeta)","10","1","1","31113-4","Fast Fred","22","CD","5","9-12","p","Phillip Makin","Rowan Scott",,"68","0","0","0","6/1","138"
139,16,"Newcastle","16:55","1m 4f 98y","Gamble Responsibly At BetUK Handicap","5","4YO plus","3,716","Standard (AW - Tapeta)","10","2","7","144-7","Ribba Hill","45","CD","4","9-12","","Grant Tuer","Harrison Shaw",,"70","0","0","0","16/1","138"
140,16,"Newcastle","16:55","1m 4f 98y","Gamble Responsibly At BetUK Handicap","5","4YO plus","3,716","Standard (AW - Tapeta)","10","3","4","5-23384","Percy Willis","7","CD","7","9-11","p","Jedd O'Keeffe","J Garritty",,"67","0","0","0","7/1","137"
141,16,"Newcastle","16:55","1m 4f 98y","Gamble Responsibly At BetUK Handicap","5","4YO plus","3,716","Standard (AW - Tapeta)","10","4","8","25366-4","Elemental Eye","23",,"4","9-11","","I Jardine","A Mullen",,"69","0","0","0","12/1","137"
142,16,"Newcastle","16:55","1m 4f 98y","Gamble Responsibly At BetUK Handicap","5","4YO plus","3,716","Standard (AW - Tapeta)","10","5","10","308726/","Byron Hill","597 (57J)",,"8","9-11","t b","P Neville","S A Gray",,"67","0","0","0","12/1","137"
143,16,"Newcastle","16:55","1m 4f 98y","Gamble Responsibly At BetUK Handicap","5","4YO plus","3,716","Standard (AW - Tapeta)","10","6","3","434-113","Jujubella","28","CD bf","4","9-11","p","Miss Lucinda V Russell","C Lee",,"69","0","0","0","7/2","137"
144,16,"Newcastle","16:55","1m 4f 98y","Gamble Responsibly At BetUK Handicap","5","4YO plus","3,716","Standard (AW - Tapeta)","10","7","9","83-1111","High Court Judge (USA)","12","D","5","9-9","","James Owen","Hector Crouch",,"65","0","0","0","2/1","135"
145,16,"Newcastle","16:55","1m 4f 98y","Gamble Responsibly At BetUK Handicap","5","4YO plus","3,716","Standard (AW - Tapeta)","10","8","6","00388-2","Show No Fear","38","C","5","9-9","p","R Menzies","Kaiya Fraser","3","65","0","0","0","16/1","135"
146,16,"Newcastle","16:55","1m 4f 98y","Gamble Responsibly At BetUK Handicap","5","4YO plus","3,716","Standard (AW - Tapeta)","10","9","5","515-555","Alpine Sierra","14","C","7","9-7","","J S Goldie","P Mulrennan",,"63","0","0","0","16/1","133"
147,16,"Newcastle","16:55","1m 4f 98y","Gamble Responsibly At BetUK Handicap","5","4YO plus","3,716","Standard (AW - Tapeta)","10","10","2","911226-","Bella Bluesky","261","D","9","9-3","t","Ewan Whillans","D Nolan",,"59","0","0","0","16/1","129"
148,17,"Newcastle","17:25","6f","BetUK: It's Where The UK Bets Restricted Maiden Stakes (GBB Race)","5","3YO to 5YO","3,942","Standard (AW - Tapeta)","11","1","8",,"Last Shamardal",,,"3","9-1","","J Channon","George Bass","3","-","0","0","0","7/1","127"
149,17,"Newcastle","17:25","6f","BetUK: It's Where The UK Bets Restricted Maiden Stakes (GBB Race)","5","3YO to 5YO","3,942","Standard (AW - Tapeta)","11","2","7","5-2","Lord Capulet","44",,"3","9-1","","K A Ryan","S A Gray",,"-","0","0","0","5/2","127"
150,17,"Newcastle","17:25","6f","BetUK: It's Where The UK Bets Restricted Maiden Stakes (GBB Race)","5","3YO to 5YO","3,942","Standard (AW - Tapeta)","11","3","10","084-2","Fan Mail","14",,"3","8-13","","T D Easterby","Sean Kirrane",,"75","0","0","0","7/2","125"
151,17,"Newcastle","17:25","6f","BetUK: It's Where The UK Bets Restricted Maiden Stakes (GBB Race)","5","3YO to 5YO","3,942","Standard (AW - Tapeta)","11","4","2","7-5","Galtee","7",,"3","8-13","","Grant Tuer","Harrison Shaw",,"-","0","0","0","33/1","125"
152,17,"Newcastle","17:25","6f","BetUK: It's Where The UK Bets Restricted Maiden Stakes (GBB Race)","5","3YO to 5YO","3,942","Standard (AW - Tapeta)","11","5","3",,"Gorgeous Mr George",,,"3","8-13","","Dylan Cunha","Josephine Gordon",,"-","0","0","0","20/1","125"
153,17,"Newcastle","17:25","6f","BetUK: It's Where The UK Bets Restricted Maiden Stakes (GBB Race)","5","3YO to 5YO","3,942","Standard (AW - Tapeta)","11","6","4","87","Spirit Of Newlife","16",,"3","8-13","","J & S Quinn","Harry Russell",,"-","0","0","0","50/1","125"
154,17,"Newcastle","17:25","6f","BetUK: It's Where The UK Bets Restricted Maiden Stakes (GBB Race)","5","3YO to 5YO","3,942","Standard (AW - Tapeta)","11","7","6",,"Toosexyformysocks",,,"3","8-10","","M Walford","Alex Jary","5","-","0","0","0","25/1","122"
155,17,"Newcastle","17:25","6f","BetUK: It's Where The UK Bets Restricted Maiden Stakes (GBB Race)","5","3YO to 5YO","3,942","Standard (AW - Tapeta)","11","8","9","77-","Martha Costello","213",,"3","8-8","","D & N Barron","A Mullen",,"-","0","0","0","25/1","120"
156,17,"Newcastle","17:25","6f","BetUK: It's Where The UK Bets Restricted Maiden Stakes (GBB Race)","5","3YO to 5YO","3,942","Standard (AW - Tapeta)","11","9","1",,"Sharon Curly",,,"3","8-8","","R A Fahey","Ethan Tindall","7","-","0","0","0","8/1","120"
157,17,"Newcastle","17:25","6f","BetUK: It's Where The UK Bets Restricted Maiden Stakes (GBB Race)","5","3YO to 5YO","3,942","Standard (AW - Tapeta)","11","10","5","5","Triple Wishes","16",,"3","8-8","","R A Fahey","Cam Hardie",,"-","0","0","0","25/1","120"
158,17,"Newcastle","17:25","6f","BetUK: It's Where The UK Bets Restricted Maiden Stakes (GBB Race)","5","3YO to 5YO","3,942","Standard (AW - Tapeta)","11","11","11","5-2","Volendam","21",,"3","8-8","h","Miss J A Camacho","J Fanning",,"-","0","0","0","11/4","120"
159,18,"Newcastle","17:55","7f 14y","BetMGM: It's Showtime Restricted Novice Stakes (GBB Race)","4","3YO to 5YO","5,670","Standard (AW - Tapeta)","4","1","1","12","Miraculous","22","C","3","9-7","","R Varian","J Mitchell",,"80","0","0","0","2/1","133"
160,18,"Newcastle","17:55","7f 14y","BetMGM: It's Showtime Restricted Novice Stakes (GBB Race)","4","3YO to 5YO","5,670","Standard (AW - Tapeta)","4","2","4","1-","Kameel","56","CD","3","9-3","","J Butler","Kaiya Fraser","3","-","0","0","0","13/8","129"
161,18,"Newcastle","17:55","7f 14y","BetMGM: It's Showtime Restricted Novice Stakes (GBB Race)","4","3YO to 5YO","5,670","Standard (AW - Tapeta)","4","3","3","41","Florida Dawn","14","CD","3","9-0","","C Johnston","J Fanning",,"75","0","0","0","11/4","126"
162,18,"Newcastle","17:55","7f 14y","BetMGM: It's Showtime Restricted Novice Stakes (GBB Race)","4","3YO to 5YO","5,670","Standard (AW - Tapeta)","4","4","2","65-","Queen Dinah","204",,"3","8-5","","K A Ryan","Josephine Gordon",,"-","0","0","0","8/1","117"
163,19,"Newcastle","18:25","1m 5y","Best Odds Guaranteed At BetMGM Handicap","4","4YO plus","4,972","Standard (AW - Tapeta)","5","1","3","9576-03","Tempus","18","CD","9","9-10","b","A Watson","P Mulrennan",,"86","0","0","0","6/1","136"
164,19,"Newcastle","18:25","1m 5y","Best Odds Guaranteed At BetMGM Handicap","4","4YO plus","4,972","Standard (AW - Tapeta)","5","2","4","1/1-","Indalo","68","CD","4","9-8","h","R Varian","J Mitchell",,"84","0","0","0","5/4","134"
165,19,"Newcastle","18:25","1m 5y","Best Odds Guaranteed At BetMGM Handicap","4","4YO plus","4,972","Standard (AW - Tapeta)","5","3","5","427085-","Dingle","56","CD","7","9-4","","Miss J A Camacho","Ryan Sexton",,"80","0","0","0","8/1","130"
166,19,"Newcastle","18:25","1m 5y","Best Odds Guaranteed At BetMGM Handicap","4","4YO plus","4,972","Standard (AW - Tapeta)","5","4","1","462231-","Longhaired General","60","CD","4","9-3","","Craig Lidster","William Pyle","3","79","0","0","0","9/4","129"
167,19,"Newcastle","18:25","1m 5y","Best Odds Guaranteed At BetMGM Handicap","4","4YO plus","4,972","Standard (AW - Tapeta)","5","5","2","3321-85","Quiet Resolve","18","CD","4","8-12","","R A Fahey","Warren Fentiman","7","74","0","0","0","8/1","124"
168,20,"Newcastle","18:55","6f","Free Bets With BetUK Bet Club Handicap","4","4YO plus","4,972","Standard (AW - Tapeta)","12","1","12","61-1927","Ormolulu","8","D","5","9-11","","G Tutty","Rowan Scott",,"80","0","0","0","10/1","137"
169,20,"Newcastle","18:55","6f","Free Bets With BetUK Bet Club Handicap","4","4YO plus","4,972","Standard (AW - Tapeta)","12","2","3","125723-","Cargin Bhui","244",,"4","9-11","","D & N Barron","C Lee",,"80","0","0","0","6/1","137"
170,20,"Newcastle","18:55","6f","Free Bets With BetUK Bet Club Handicap","4","4YO plus","4,972","Standard (AW - Tapeta)","12","3","2","08-1113","Brazilian Rose","25","CD bf","4","9-9","","R Menzies","Kaiya Fraser","3","78","0","0","0","7/2","135"
171,20,"Newcastle","18:55","6f","Free Bets With BetUK Bet Club Handicap","4","4YO plus","4,972","Standard (AW - Tapeta)","12","4","5","44-3243","Dark Kestrel","7","D C","5","9-7","t","A Brittain","Cam Hardie",,"76","0","0","0","6/1","133"
172,20,"Newcastle","18:55","6f","Free Bets With BetUK Bet Club Handicap","4","4YO plus","4,972","Standard (AW - Tapeta)","12","5","11","7/0050-7","Monks Dream","21","CD","4","9-6","","T D Easterby","Sean Kirrane",,"75","0","0","0","20/1","132"
173,20,"Newcastle","18:55","6f","Free Bets With BetUK Bet Club Handicap","4","4YO plus","4,972","Standard (AW - Tapeta)","12","6","4","88-1424","Novak","14","CD","6","9-4","","I Jardine","Mohammed Tabti","5","73","0","0","0","14/1","130"
174,20,"Newcastle","18:55","6f","Free Bets With BetUK Bet Club Handicap","4","4YO plus","4,972","Standard (AW - Tapeta)","12","7","6","02903-4","Strong Power","29","D","8","9-4","","B Ellison","Ben Robinson",,"73","0","0","0","16/1","130"
175,20,"Newcastle","18:55","6f","Free Bets With BetUK Bet Club Handicap","4","4YO plus","4,972","Standard (AW - Tapeta)","12","8","9","41415-3","Beale Street","35","CD bf","4","9-4","","B Smart","D Nolan",,"73","0","0","0","5/1","130"
176,20,"Newcastle","18:55","6f","Free Bets With BetUK Bet Club Handicap","4","4YO plus","4,972","Standard (AW - Tapeta)","12","9","7","4500-75","Neapolitan (FR)","13","D","4","9-3","t","A Brittain","Alex Jary","5","72","0","0","0","33/1","129"
177,20,"Newcastle","18:55","6f","Free Bets With BetUK Bet Club Handicap","4","4YO plus","4,972","Standard (AW - Tapeta)","12","10","1","68-3412","Biplane (USA)","9","CD bf","7","9-2","p","J S Wainwright","P Mulrennan",,"71","0","0","0","11/2","128"
178,20,"Newcastle","18:55","6f","Free Bets With BetUK Bet Club Handicap","4","4YO plus","4,972","Standard (AW - Tapeta)","12","11","8","1592-58","Parisiac","21","D","6","9-1","p","I Jardine","J Fanning",,"70","0","0","0","25/1","127"
179,20,"Newcastle","18:55","6f","Free Bets With BetUK Bet Club Handicap","4","4YO plus","4,972","Standard (AW - Tapeta)","12","12","10","5096-76","Sibyl Charm","15","CD","5","8-11","","I Jardine","A Mullen",,"66","0","0","0","10/1","123"
180,21,"Newcastle","19:25","7f 14y","Win 1M With BetMGM's Golden Goals Apprentice Handicap","6","4YO plus","4,711","Standard (AW - Tapeta)","10","1","3","123-341","Rebecca's Girl","7","CD","5","9-13","b","Gary Rutherford","Rhys Elliott","3","64","0","0","0","5/2","139"
181,21,"Newcastle","19:25","7f 14y","Win 1M With BetMGM's Golden Goals Apprentice Handicap","6","4YO plus","4,711","Standard (AW - Tapeta)","10","2","8","60-0803","Rory","11","D C","7","9-8","","J S Goldie","Lauren Young","5","59","0","0","0","14/1","134"
182,21,"Newcastle","19:25","7f 14y","Win 1M With BetMGM's Golden Goals Apprentice Handicap","6","4YO plus","4,711","Standard (AW - Tapeta)","10","3","1","558-742","Pallas Lord","15","CD bf","7","9-7","t","D W Whillans","Shay Farmer","5","58","0","0","0","5/1","133"
183,21,"Newcastle","19:25","7f 14y","Win 1M With BetMGM's Golden Goals Apprentice Handicap","6","4YO plus","4,711","Standard (AW - Tapeta)","10","4","7","5336-51","Flash The Dash","9","CD","6","9-4","","Miss J A Camacho","Tom Kiely-Marshall","3","55","0","0","0","4/1","130"
184,21,"Newcastle","19:25","7f 14y","Win 1M With BetMGM's Golden Goals Apprentice Handicap","6","4YO plus","4,711","Standard (AW - Tapeta)","10","5","9","49293-6","Keep Me Stable","38","CD","5","9-4","","Miss L A Perratt","Tommie Jakes",,"55","0","0","0","16/1","130"
185,21,"Newcastle","19:25","7f 14y","Win 1M With BetMGM's Golden Goals Apprentice Handicap","6","4YO plus","4,711","Standard (AW - Tapeta)","10","6","2","27-5121","Concert Boy","11","CD","5","9-3","b","K Scott","Warren Fentiman","3","54","0","0","0","6/1","129"
186,21,"Newcastle","19:25","7f 14y","Win 1M With BetMGM's Golden Goals Apprentice Handicap","6","4YO plus","4,711","Standard (AW - Tapeta)","10","7","6","65-6563","Spartan Fighter","11","CD","8","9-3","v","A Brittain","Alex Jary",,"54","0","0","0","10/1","129"
187,21,"Newcastle","19:25","7f 14y","Win 1M With BetMGM's Golden Goals Apprentice Handicap","6","4YO plus","4,711","Standard (AW - Tapeta)","10","8","10","8363-69","Anif","32","CD","11","9-2","p","M Herrington","Andrea Pinna","5","53","0","0","0","50/1","128"
188,21,"Newcastle","19:25","7f 14y","Win 1M With BetMGM's Golden Goals Apprentice Handicap","6","4YO plus","4,711","Standard (AW - Tapeta)","10","9","5","536-613","Elettaria","11","CD","6","9-1","","J S Wainwright","Ryan Kavanagh","3","52","0","0","0","7/1","127"
189,21,"Newcastle","19:25","7f 14y","Win 1M With BetMGM's Golden Goals Apprentice Handicap","6","4YO plus","4,711","Standard (AW - Tapeta)","10","10","4","6536-18","Alexander James","36","C","9","9-0","t p","M Herrington","Sam Feilden","3","51","0","0","0","20/1","126"
190,22,"Southwell","16:05","6f 16y","30 In Free Bets With BetUK Amateur Jockeys' Handicap","6","4YO plus","2,980","Standard (AW - Tapeta)","11","1","8","5-42121","Jesse Luc","15","CD","5","11-2","t h","M Murphy","Mr Alex Chadwick",,"58","0","0","0","2/1","156"
191,22,"Southwell","16:05","6f 16y","30 In Free Bets With BetUK Amateur Jockeys' Handicap","6","4YO plus","2,980","Standard (AW - Tapeta)","11","2","6","00/0397-","Caesars Pearl","60","D","5","11-1","","Craig Lidster","Mr Joshua Brown","7","57","0","0","0","12/1","155"
192,22,"Southwell","16:05","6f 16y","30 In Free Bets With BetUK Amateur Jockeys' Handicap","6","4YO plus","2,980","Standard (AW - Tapeta)","11","3","11","6/2588-3","Almodovar Del Rio","16","D","6","11-0","p","M Botti","Mr Curtis Wilson-Ruddock","7","56","0","0","0","6/1","154"
193,22,"Southwell","16:05","6f 16y","30 In Free Bets With BetUK Amateur Jockeys' Handicap","6","4YO plus","2,980","Standard (AW - Tapeta)","11","4","2","61-6111","Piperstown (ex5)","4","CD","4","11-0","","K Frost","Miss Lauren Frost","5","56","0","0","0","3/1","154"
194,22,"Southwell","16:05","6f 16y","30 In Free Bets With BetUK Amateur Jockeys' Handicap","6","4YO plus","2,980","Standard (AW - Tapeta)","11","5","1","1435-55","Voltaic","17","D","9","10-11","v","A W Carroll","Miss S L Bowen",,"53","0","0","0","12/1","151"
195,22,"Southwell","16:05","6f 16y","30 In Free Bets With BetUK Amateur Jockeys' Handicap","6","4YO plus","2,980","Standard (AW - Tapeta)","11","6","9","07467-5","So Grateful","11","CD","7","10-10","","M & D Easterby","Miss Serena Brotherton",,"52","0","0","0","12/1","150"
